CODIGO_CARRERA;NOMBRE_CARRERA;UNIVERSIDAD;LUGAR_IMPARTICION;CORTE_2020;PROMEDIO_2020;N_MATRICULADOS_2020;CORTE_2021;PROMEDIO_2021;N_MATRICULADOS_2021;CORTE_2022;PROMEDIO_2022;N_MATRICULADOS_2022;CORTE_2023;PROMEDIO_2023;N_MATRICULADOS_2023;CORTE_2024;PROMEDIO_2024;N_MATRICULADOS_2024
29059;INGENIERIA COMERCIAL;UNIVERSIDAD DEL BIO-BIO;CHILLAN;575.1;632.7;62.0;540.0;613.57;69.0;546.05;612.08;59.0;648.65;707.14;60.0;664.45;736.46;65.0
29061;QUIMICA Y FARMACIA;UNIVERSIDAD DEL BIO-BIO;8;;;;;;;;;;710.15;772.48;49.0;778.85;819.49;50.0
29063;CONTADOR PUBLICO Y AUDITOR;UNIVERSIDAD DEL BIO-BIO;CHILLAN;513.2;604.52;50.0;506.7;601.69;44.0;526.0;619.31;39.0;609.4;694.25;39.0;675.5;743.46;40.0
29064;DISENO GRAFICO;UNIVERSIDAD DEL BIO-BIO;CHILLAN;477.4;572.52;40.0;477.6;567.82;49.0;520.0;600.66;40.0;644.1;721.46;40.0;629.7;727.75;44.0
29065;MEDICINA;UNIVERSIDAD DEL BIO-BIO;8;;;;;;;;;;;;;875.0;893.02;40.0
29066;TRABAJO SOCIAL;UNIVERSIDAD DEL BIO-BIO;CHILLAN;545.5;597.55;56.0;530.7;585.87;53.0;548.7;604.44;49.0;659.0;723.79;49.0;608.3;706.42;53.0
29067;PSICOLOGIA;UNIVERSIDAD DEL BIO-BIO;CHILLAN;652.2;691.3;56.0;647.6;676.36;49.0;666.1;696.31;51.0;793.1;839.9;45.0;806.4;837.02;45.0
29068;BACHILLERATO EN CIENCIAS;UNIVERSIDAD DEL BIO-BIO;CHILLAN;479.4;537.36;26.0;468.1;546.99;43.0;488.9;549.05;29.0;582.7;667.42;35.0;654.2;766.01;35.0
29069;INGENIERIA EN RECURSOS NATURALES;UNIVERSIDAD DEL BIO-BIO;CHILLAN;479.3;552.28;38.0;451.25;539.65;31.0;453.85;533.5;26.0;459.65;616.2;34.0;0.0;340.48;17.0
29071;PEDAGOGIA EN EDUCACION FISICA;UNIVERSIDAD DEL BIO-BIO;CHILLAN;502.2;568.02;47.0;482.15;563.82;38.0;486.85;573.7;44.0;620.95;683.07;45.0;0.0;574.31;66.0
29072;PEDAGOGIA EN CASTELLANO Y COMUNICACION;UNIVERSIDAD DEL BIO-BIO;CHILLAN;500.1;565.18;46.0;505.3;596.71;31.0;478.1;583.85;30.0;619.3;709.04;45.0;0.0;532.23;59.0
29073;PEDAGOGIA EN CIENCIAS NATURALES M/ BIOL. M/FIS M/ QUI;UNIVERSIDAD DEL BIO-BIO;CHILLAN;506.2;594.94;35.0;496.4;609.97;23.0;487.8;586.38;18.0;474.9;636.29;39.0;0.0;416.33;38.0
29076;PEDAGOGIA EN INGLES;UNIVERSIDAD DEL BIO-BIO;CHILLAN;525.3;600.71;67.0;477.7;588.54;55.0;477.2;599.45;47.0;651.85;736.04;50.0;0.0;633.91;57.0
29077;PEDAGOGIA EN EDUCACION ESPECIAL CON MENCION EN DIFICULTADES ESPECIFICAS DEL APRENDIZAJE;UNIVERSIDAD DEL BIO-BIO;8;;;;;;;;;;638.4;709.67;38.0;0.0;583.32;50.0
29078;PEDAGOGIA EN HISTORIA Y GEOGRAFIA;UNIVERSIDAD DEL BIO-BIO;CHILLAN;507.7;587.94;40.0;487.5;595.13;28.0;493.25;605.95;36.0;499.2;625.06;40.0;0.0;627.15;41.0
29080;PEDAGOGIA EN EDUCACION PARVULARIA;UNIVERSIDAD DEL BIO-BIO;CHILLAN;500.8;580.26;47.0;481.2;595.65;39.0;479.3;583.58;19.0;638.85;717.99;43.0;0.0;597.71;59.0
29082;PEDAGOGIA EN EDUCACION GENERAL BASICA;UNIVERSIDAD DEL BIO-BIO;CHILLAN;511.35;607.0;63.0;490.9;586.45;45.0;491.45;596.96;38.0;487.05;667.68;42.0;0.0;537.75;54.0
29086;PEDAGOGIA EN EDUCACION MATEMATICA;UNIVERSIDAD DEL BIO-BIO;CHILLAN;500.7;615.36;46.0;487.1;619.62;43.0;505.9;643.37;23.0;479.7;646.97;30.0;0.0;484.36;24.0
30000;CONTADOR PUBLICO Y AUDITOR;UNIVERSIDAD DE LA FRONTERA;TEMUCO;500.4;578.06;53.0;505.7;585.29;25.0;500.7;622.22;35.0;623.1;708.81;44.0;654.4;716.09;41.0
30002;ING.CIVIL INDUSTRIAL M. INFORMATICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;502.15;595.24;60.0;501.9;606.34;53.0;;;;;;;;;
30007;INGENIERIA EN CONSTRUCCION;UNIVERSIDAD DE LA FRONTERA;TEMUCO;537.8;587.24;66.0;508.95;578.44;45.0;512.05;590.55;56.0;568.4;656.31;50.0;595.4;667.35;54.0
30012;INGENIERIA CIVIL ELECTRONICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;519.85;601.32;26.0;501.0;602.6;24.0;525.2;607.44;23.0;466.6;618.66;29.0;558.0;664.28;31.0
30013;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD DE LA FRONTERA;TEMUCO;;;;;;;510.25;631.64;100.0;658.8;754.92;114.0;706.1;776.95;111.0
30020;ENFERMERIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;631.1;662.95;59.0;648.7;681.87;62.0;648.5;683.96;61.0;739.4;792.17;66.0;733.3;792.89;59.0
30021;FONOAUDIOLOGIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;512.85;556.26;57.0;500.65;581.86;42.0;504.6;546.35;33.0;596.0;642.01;41.0;588.75;636.18;39.0
30022;TERAPIA OCUPACIONAL;UNIVERSIDAD DE LA FRONTERA;TEMUCO;589.95;622.52;43.0;533.8;604.21;39.0;534.75;591.05;43.0;611.2;659.03;43.0;647.9;688.74;46.0
30023;KINESIOLOGIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;573.05;615.25;54.0;561.1;610.08;51.0;572.05;620.62;59.0;686.25;730.72;55.0;691.0;730.78;52.0
30024;QUIMICA Y FARMACIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;632.15;673.19;47.0;626.95;669.57;50.0;648.4;693.87;40.0;765.75;815.05;45.0;819.05;850.96;40.0
30026;MEDICINA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;757.2;771.12;65.0;756.15;767.81;59.0;754.55;769.98;56.0;905.3;924.79;64.0;913.05;929.33;56.0
30029;NUTRICION Y DIETETICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;575.6;621.14;41.0;549.75;600.58;47.0;579.75;613.57;47.0;646.2;695.16;44.0;636.7;687.26;43.0
30032;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;670.65;690.6;44.0;668.65;687.6;40.0;655.8;684.86;43.0;754.15;795.68;41.0;765.75;812.06;43.0
30033;ODONTOLOGIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;634.7;670.26;73.0;647.35;675.04;64.0;661.9;693.17;74.0;771.4;817.02;70.0;778.5;823.1;67.0
30035;TECNOLOGIA MEDICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;662.05;694.55;60.0;650.25;677.78;56.0;639.05;677.02;56.0;741.1;790.69;58.0;737.4;784.22;55.0
30037;MEDICINA VETERINARIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;;;;;;;567.6;611.23;50.0;733.0;783.31;53.0;754.0;799.59;55.0
30038;INGENIERIA CIVIL QUIMICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;506.15;597.38;41.0;515.75;610.84;26.0;519.55;624.96;20.0;504.5;675.64;32.0;487.9;691.47;35.0
30039;DERECHO;UNIVERSIDAD DE LA FRONTERA;TEMUCO;545.35;609.84;121.0;500.75;581.81;108.0;512.8;594.56;107.0;641.4;717.25;114.0;672.45;735.28;108.0
30044;PEDAGOGIA  EN CASTELLANO Y COMUNICACION;UNIVERSIDAD DE LA FRONTERA;TEMUCO;501.6;572.66;34.0;511.95;576.83;23.0;489.75;578.65;18.0;522.8;673.1;36.0;0.0;535.93;48.0
30047;PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y REC.;UNIVERSIDAD DE LA FRONTERA;TEMUCO;500.8;569.19;51.0;507.3;556.69;32.0;490.9;578.29;34.0;515.6;686.75;50.0;0.0;450.17;86.0
30050;PEDAGOGIA EN EDUCACION DIFERENCIAL;UNIVERSIDAD DE LA FRONTERA;9;;;;;;;;;;;;;0.0;564.25;41.0
30055;PEDAGOGIA  EN  HISTORIA, GEOGRAFIA. Y EDUCACION CIVICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;507.6;587.1;38.0;509.5;588.25;28.0;524.0;622.55;18.0;499.3;636.84;33.0;0.0;579.71;41.0
30056;PEDAGOGIA EN INGLES;UNIVERSIDAD DE LA FRONTERA;TEMUCO;507.3;583.47;36.0;501.7;564.47;27.0;477.8;574.74;41.0;500.4;707.08;41.0;0.0;455.01;65.0
30058;PEDAGOGIA  MATEMATICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;518.4;635.71;33.0;513.2;599.58;22.0;504.6;628.75;19.0;538.95;713.75;26.0;0.0;646.06;32.0
30060;PEDAGOGIA EN CIENCIAS M. BIOLOGIA, QUIMICA O FISICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;506.1;591.49;40.0;501.4;610.61;17.0;492.0;581.92;12.0;542.15;671.73;25.0;0.0;636.61;28.0
30064;PSICOLOGIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;609.5;652.59;62.0;610.9;645.34;69.0;638.1;676.02;70.0;761.7;809.77;64.0;757.8;809.9;66.0
30065;BACHILLERATO EN CIENCIAS SOCIALES;UNIVERSIDAD DE LA FRONTERA;TEMUCO;501.5;558.97;26.0;506.2;571.84;16.0;489.5;566.54;29.0;597.9;685.16;34.0;599.3;666.47;36.0
30066;TRABAJO SOCIAL;UNIVERSIDAD DE LA FRONTERA;TEMUCO;500.1;576.04;45.0;511.9;578.35;35.0;505.5;570.94;23.0;619.6;698.56;44.0;609.8;683.25;39.0
30068;BIOTECNOLOGIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;536.7;589.94;37.0;458.05;577.88;40.0;472.95;593.45;26.0;634.4;754.15;28.0;716.4;796.94;36.0
30069;INGENIERIA EN RECURSOS NATURALES;UNIVERSIDAD DE LA FRONTERA;TEMUCO;512.45;588.08;45.0;450.6;564.58;35.0;458.7;581.29;39.0;485.45;638.72;33.0;438.7;666.81;36.0
30070;AGRONOMIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;500.5;556.81;50.0;476.75;569.61;56.0;476.6;563.37;43.0;612.4;711.68;51.0;651.1;724.25;46.0
30073;BIOQUIMICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;578.05;629.94;32.0;558.25;642.95;29.0;500.05;611.35;30.0;692.15;763.47;35.0;701.9;768.55;31.0
30074;INGENIERIA CIVIL TELEMATICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;513.45;605.78;12.0;571.55;604.02;3.0;509.2;584.91;7.0;405.9;620.17;15.0;0.0;553.59;15.0
30075;ING. CIVIL INDUSTRIAL M. MECANICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;509.1;609.84;49.0;535.2;615.33;24.0;;;;;;;;;
30076;PLAN COMUN INGENIERIA CIVIL;UNIVERSIDAD DE LA FRONTERA;TEMUCO;500.4;604.97;108.0;502.5;619.5;81.0;510.35;623.17;80.0;482.3;693.29;107.0;621.5;733.14;105.0
30077;INGENIERIA CIVIL ELECTRICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;504.95;616.7;47.0;518.5;604.27;45.0;540.25;612.07;46.0;619.1;727.34;49.0;637.2;724.74;50.0
30078;INGENIERIA CIVIL MATEMATICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;511.7;607.74;10.0;510.65;642.5;14.0;523.75;618.99;13.0;604.1;744.36;20.0;607.1;775.77;19.0
30079;INGENIERIA CIVIL AMBIENTAL;UNIVERSIDAD DE LA FRONTERA;TEMUCO;529.35;635.13;27.0;545.7;601.31;17.0;528.8;610.04;17.0;454.0;635.33;15.0;0.0;586.76;14.0
30080;ING.CIVIL INDUSTRIAL M. BIOPROCESOS;UNIVERSIDAD DE LA FRONTERA;TEMUCO;501.55;589.54;36.0;513.3;632.87;23.0;;;;;;;;;
30085;INGENIERIA COMERCIAL;UNIVERSIDAD DE LA FRONTERA;TEMUCO;522.4;613.27;79.0;508.8;601.7;70.0;542.8;613.19;77.0;653.8;728.11;74.0;702.5;764.38;74.0
30086;INGENIERIA INFORMATICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;543.35;608.01;34.0;565.15;627.5;34.0;570.9;622.66;35.0;642.9;712.47;49.0;671.3;725.34;46.0
30090;INGENIERIA CIVIL EN BIOTECNOLOGIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;562.35;624.35;21.0;519.55;608.56;15.0;511.3;618.9;18.0;566.5;688.29;21.0;484.0;646.06;20.0
30091;PERIODISMO;UNIVERSIDAD DE LA FRONTERA;TEMUCO;500.2;560.25;28.0;510.9;570.52;28.0;503.5;592.06;29.0;633.4;755.21;33.0;636.4;771.69;32.0
30092;SOCIOLOGIA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;509.4;596.23;15.0;513.9;625.15;11.0;487.4;594.34;16.0;537.6;678.78;26.0;469.0;598.46;22.0
30094;INGENIERIA CIVIL;UNIVERSIDAD DE LA FRONTERA;TEMUCO;627.1;672.54;51.0;586.75;659.64;47.0;578.5;654.85;50.0;604.3;752.17;40.0;674.9;766.35;40.0
30095;INGENIERIA CIVIL INFORMATICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;548.65;612.1;48.0;563.05;631.45;49.0;596.1;652.89;52.0;697.9;777.69;47.0;741.4;802.2;44.0
30096;INGENIERIA CIVIL MECANICA;UNIVERSIDAD DE LA FRONTERA;TEMUCO;500.55;596.85;47.0;505.35;594.5;33.0;505.1;615.7;37.0;526.3;670.48;41.0;525.0;655.08;46.0
32001;ARQUITECTURA;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;462.6;568.98;38.0;453.1;552.8;31.0;461.2;587.82;43.0;587.8;695.06;43.0;615.4;691.32;40.0
32002;KINESIOLOGIA;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;458.9;535.45;24.0;469.8;553.86;15.0;465.6;576.86;21.0;570.8;663.44;40.0;574.1;677.5;45.0
32003;INGENIERIA CIVIL EN INFORMATICA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;454.3;568.01;41.0;452.8;561.1;26.0;547.4;621.12;44.0;599.8;692.59;55.0;594.8;703.44;57.0
32005;ENFERMERIA;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;465.2;543.97;52.0;464.25;542.74;37.0;457.7;568.43;43.0;555.75;625.8;70.0;534.0;619.96;77.0
32006;INGENIERIA CIVIL;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;459.8;554.21;16.0;495.6;590.61;9.0;471.5;601.06;20.0;483.0;623.6;17.0;539.4;629.6;12.0
32007;INGENIERIA CIVIL ELECTRICA;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;456.2;581.91;28.0;519.9;642.03;10.0;483.8;599.67;20.0;481.5;594.78;13.0;505.1;647.21;18.0
32011;CONTADOR PUBLICO Y AUDITOR;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;450.6;587.09;33.0;517.85;583.78;15.0;472.6;571.83;21.0;543.25;691.14;40.0;569.55;685.67;45.0
32012;INGENIERIA COMERCIAL;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;470.4;568.84;31.0;494.3;578.58;18.0;457.4;589.53;36.0;591.45;676.09;39.0;562.75;645.77;47.0
32014;CIENCIAS POLITICAS Y ADMINISTRATIVAS;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;453.7;559.85;25.0;489.2;571.44;9.0;479.6;610.05;11.0;461.3;608.85;15.0;502.9;686.54;11.0
32016;INGENIERIA CIVIL EN INFORMATICA;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;454.0;583.49;27.0;467.3;566.19;25.0;483.1;604.81;35.0;528.1;652.5;36.0;0.0;613.68;34.0
32018;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;474.4;539.83;18.0;501.7;587.18;10.0;483.8;557.62;11.0;469.9;692.59;18.0;495.1;660.02;17.0
32020;INGENIERIA AMBIENTAL;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;453.7;553.46;9.0;491.7;516.63;3.0;540.4;590.63;3.0;510.1;650.63;6.0;;;
32023;INGENIERIA EN ALIMENTOS;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;570.75;574.3;2.0;534.6;567.2;4.0;604.0;610.95;2.0;471.8;577.93;6.0;488.0;632.65;13.0
32025;INGENIERIA EN ACUICULTURA SOSTENIBLE;UNIVERSIDAD DE LOS LAGOS;10;;;;;;;;;;;;;552.9;718.03;3.0
32026;BIOLOGIA MARINA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;457.4;526.19;8.0;470.6;527.19;7.0;465.6;557.61;14.0;632.6;703.32;20.0;496.9;651.73;28.0
32027;ENFERMERIA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;521.1;598.51;58.0;450.5;561.07;61.0;522.05;603.57;73.0;638.35;704.03;83.0;623.65;701.36;91.0
32028;KINESIOLOGIA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;453.9;518.56;28.0;465.55;564.6;22.0;452.3;552.56;41.0;627.6;707.8;50.0;621.1;693.56;63.0
32029;NUTRICION Y DIETETICA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;452.0;547.33;37.0;454.35;533.53;19.0;483.1;575.2;36.0;576.9;640.27;51.0;533.85;603.98;46.0
32034;PEDAGOGIA EN EDUCACION MEDIA EN HISTORIA Y GEOGRAFIA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;469.0;550.62;18.0;472.0;564.46;17.0;454.0;603.26;10.0;500.5;634.68;27.0;0.0;622.47;13.0
32037;PEDAGOGIA EN EDUCACION MEDIA  EN MATEMATICA Y COMPUTACION;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;519.0;610.89;25.0;547.2;671.05;8.0;503.0;658.18;16.0;579.9;723.49;16.0;0.0;615.78;16.0
32039;PEDAGOGIA EN EDUCACION MEDIA  EN EDUCACION FISICA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;459.8;552.49;17.0;455.2;514.64;9.0;463.8;522.83;9.0;371.8;580.81;35.0;0.0;561.34;41.0
32042;PEDAGOGIA EN EDUCACION MEDIA EN INGLES;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;455.55;573.45;44.0;470.5;549.58;20.0;485.7;588.41;29.0;526.7;648.23;54.0;0.0;609.2;38.0
32043;PEDAGOGIA EN EDUCACION MEDIA EN LENGUA CASTELLANA Y COMUNICACIONES;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;458.9;586.41;21.0;488.3;583.18;18.0;482.6;601.92;10.0;493.8;631.72;23.0;0.0;602.88;24.0
32044;PEDAGOGIA EN EDUCACION MEDIA EN ARTES MENCIONES:-MUSICA Y ARTES VISUALES;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;477.0;567.09;45.0;467.4;582.99;32.0;478.1;580.78;25.0;;;;;;
32045;PEDAGOGIA EN EDUCACION MEDIA EN  EDUCACION FISICA;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;467.4;540.44;19.0;455.7;571.84;10.0;449.5;572.63;14.0;460.7;595.5;41.0;0.0;478.95;45.0
32048;EDUCACION DIFERENCIAL CON ESPECIALIZACION EN PROBLEMAS DE APRENDIZAJE;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;470.9;556.88;30.0;476.4;562.09;8.0;410.9;545.28;30.0;429.9;610.68;29.0;0.0;559.75;53.0
32051;EDUCACION PARVULARIA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;481.3;564.18;20.0;492.3;559.85;15.0;517.2;566.03;9.0;493.5;625.76;35.0;0.0;535.04;50.0
32055;PEDAGOGIA EN EDUCACION BASICA MENCION LENGUAJE Y MATEMATICA;UNIVERSIDAD DE LOS LAGOS;nan;;;;483.8;554.18;6.0;558.3;609.39;7.0;437.8;636.25;21.0;442.4;659.11;25.0
32059;PEDAGOGIA EN EDUCACION GENERAL BASICA;UNIVERSIDAD DE LOS LAGOS;nan;;;;517.0;611.68;11.0;509.95;587.57;9.0;548.15;669.51;26.0;0.0;540.15;21.0
32061;TRABAJO SOCIAL;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;458.5;546.58;36.0;456.4;544.42;16.0;461.2;552.14;20.0;547.0;635.12;40.0;0.0;600.86;30.0
32120;AGRONOMIA;UNIVERSIDAD DE LOS LAGOS;nan;470.85;552.23;18.0;455.0;552.19;11.0;452.1;562.22;16.0;441.5;596.31;30.0;505.1;627.51;20.0
32130;FONOAUDIOLOGIA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;451.5;530.09;27.0;483.75;512.34;5.0;475.3;568.82;13.0;516.0;581.72;46.0;463.75;567.4;44.0
32131;OBSTETRICIA  Y PUERICULTURA;UNIVERSIDAD DE LOS LAGOS;nan;;;;558.4;613.85;66.0;522.7;598.9;79.0;660.7;718.52;84.0;652.8;711.52;86.0
32132;QUIMICA Y FARMACIA;UNIVERSIDAD DE LOS LAGOS;10;;;;;;;;;;;;;0.0;627.04;65.0
32133;TERAPIA OCUPACIONAL;UNIVERSIDAD DE LOS LAGOS;nan;;;;452.5;527.51;13.0;516.4;576.22;8.0;468.1;568.02;17.0;0.0;520.66;20.0
32135;TERAPIA OCUPACIONAL;UNIVERSIDAD DE LOS LAGOS;nan;;;;460.1;539.17;12.0;498.3;579.64;21.0;481.3;632.69;22.0;531.4;664.93;17.0
32136;TECNOLOGIA MEDICA;UNIVERSIDAD DE LOS LAGOS;10;;;;;;;;;;;;;561.55;648.14;79.0
32145;PEDAGOGIA EN MUSICA;UNIVERSIDAD DE LOS LAGOS;10;;;;;;;;;;456.85;627.02;31.0;0.0;524.61;30.0
32146;PEDAGOGIA EN ARTES VISUALES;UNIVERSIDAD DE LOS LAGOS;10;;;;;;;;;;477.45;632.01;24.0;0.0;632.36;25.0
32150;INGENIERIA CIVIL EN INFORMATICA;UNIVERSIDAD DE LOS LAGOS;10;;;;;;;;;;;;;523.9;666.47;13.0
32160;DERECHO;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;510.2;583.36;58.0;490.0;571.0;40.0;462.2;585.02;59.0;642.6;714.95;50.0;644.5;718.89;62.0
32161;ANTROPOLOGIA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;463.4;524.9;12.0;503.3;567.68;6.0;489.1;553.8;6.0;489.3;579.78;16.0;384.7;631.02;14.0
32162;PSICOLOGIA;UNIVERSIDAD DE LOS LAGOS;SEDE OSORNO;509.4;564.93;59.0;451.6;554.28;52.0;532.8;593.55;78.0;633.5;697.15;94.0;634.0;699.07;94.0
32163;PSICOLOGIA;UNIVERSIDAD DE LOS LAGOS;SEDE PUERTO MONTT;469.3;524.84;58.0;459.3;534.49;62.0;451.8;538.27;57.0;592.2;646.16;79.0;559.7;628.95;78.0
32164;PSICOLOGIA;UNIVERSIDAD DE LOS LAGOS;10;;;;;;;;;;490.2;639.1;58.0;463.4;635.54;69.0
32165;DERECHO;UNIVERSIDAD DE LOS LAGOS;10;;;;;;;;;;;;;0.0;571.86;27.0
33005;INGENIERIA CIVIL, PLAN COMUN;UNIVERSIDAD DE MAGALLANES;FACULTAD DE INGENIERIA;514.2;613.61;41.0;497.8;638.93;37.0;494.6;636.9;36.0;564.5;777.76;40.0;653.2;769.14;45.0
33009;INGENIERIA COMERCIAL;UNIVERSIDAD DE MAGALLANES;FACULTAD DE CIENCIAS ECONOMICAS Y JURIDICAS;471.1;602.83;21.0;468.8;618.82;23.0;461.5;619.25;31.0;459.0;656.53;33.0;521.9;711.55;40.0
33023;KINESIOLOGIA;UNIVERSIDAD DE MAGALLANES;FACULTAD DE CIENCIAS DE LA SALUD;461.0;537.55;12.0;455.7;555.29;21.0;464.1;591.97;35.0;621.4;711.0;35.0;612.6;755.27;35.0
33024;TERAPIA OCUPACIONAL;UNIVERSIDAD DE MAGALLANES;FACULTAD DE CIENCIAS DE LA SALUD;459.9;551.31;19.0;473.1;594.04;19.0;521.4;612.79;14.0;477.7;635.69;25.0;0.0;613.02;25.0
33025;DERECHO;UNIVERSIDAD DE MAGALLANES;FACULTAD DE CIENCIAS ECONOMICAS Y JURIDICAS;485.7;602.94;38.0;461.05;582.07;42.0;564.4;637.67;39.0;614.85;700.45;40.0;589.3;701.98;34.0
33027;AUDITORIA;UNIVERSIDAD DE MAGALLANES;FACULTAD DE CIENCIAS ECONOMICAS Y JURIDICAS;483.2;589.62;8.0;464.6;612.6;8.0;536.4;670.82;6.0;591.4;725.42;12.0;578.4;690.06;12.0
33030;ARQUITECTURA;UNIVERSIDAD DE MAGALLANES;FACULTAD INGENIERIA;473.9;583.76;17.0;468.1;606.17;26.0;493.9;610.67;24.0;563.4;722.84;30.0;577.8;707.47;34.0
33031;PEDAGOGIA EN MATEMATICA, PARA ENSENANZA MEDIA;UNIVERSIDAD DE MAGALLANES;FACULTAD DE EDUCACION Y CIENCIAS SOCIALES;723.45;725.08;2.0;;;;;;;558.7;721.94;7.0;0.0;669.56;5.0
33032;PEDAGOGIA EN EDUCACION PARVULARIA;UNIVERSIDAD DE MAGALLANES;FACULTAD DE EDUCACION Y CIENCIAS SOCIALES;498.9;524.92;3.0;538.0;623.34;5.0;460.05;560.64;7.0;544.7;670.59;15.0;0.0;460.11;23.0
33033;PEDAGOGIA EN EDUCACION BASICA;UNIVERSIDAD DE MAGALLANES;FACULTAD DE EDUCACION Y CIENCIAS SOCIALES;461.0;502.8;2.0;525.15;631.14;5.0;587.2;673.13;6.0;511.35;622.74;9.0;487.5;693.82;6.0
33035;TRABAJO SOCIAL;UNIVERSIDAD DE MAGALLANES;FACULTAD DE EDUCACION Y CIENCIAS SOCIALES;453.7;534.45;18.0;484.4;559.94;15.0;471.2;553.03;10.0;452.35;627.83;20.0;469.5;641.9;17.0
33036;BIOLOGIA MARINA;UNIVERSIDAD DE MAGALLANES;FACULTAD DE CIENCIAS;469.3;537.02;13.0;523.15;598.57;12.0;457.0;568.0;10.0;524.55;741.48;19.0;526.3;695.63;20.0
33053;MEDICINA;UNIVERSIDAD DE MAGALLANES;VICERRECTORIA ACADEMICA;719.35;732.1;46.0;721.6;733.41;47.0;718.25;732.56;49.0;850.5;867.57;50.0;870.8;884.39;50.0
33060;ENFERMERIA;UNIVERSIDAD DE MAGALLANES;FACULTAD DE CIENCIAS DE LA SALUD;509.35;600.34;54.0;511.0;597.86;63.0;584.0;644.92;59.0;640.6;703.53;59.0;0.0;726.26;60.0
33061;INGENIERIA, PLAN COMUN;UNIVERSIDAD DE MAGALLANES;FACULTAD DE INGENIERIA;474.6;580.58;20.0;459.5;595.17;23.0;474.4;619.97;25.0;461.8;704.31;34.0;497.9;695.18;40.0
33066;AGRONOMIA;UNIVERSIDAD DE MAGALLANES;FACULTAD DE CIENCIAS;465.9;539.62;6.0;498.2;576.5;8.0;499.0;596.36;10.0;493.15;615.51;14.0;538.45;680.32;7.0
