CODIGO_CARRERA;NOMBRE_CARRERA;UNIVERSIDAD;LUGAR_IMPARTICION;CORTE_2020;PROMEDIO_2020;N_MATRICULADOS_2020;CORTE_2021;PROMEDIO_2021;N_MATRICULADOS_2021;CORTE_2022;PROMEDIO_2022;N_MATRICULADOS_2022;CORTE_2023;PROMEDIO_2023;N_MATRICULADOS_2023;CORTE_2024;PROMEDIO_2024;N_MATRICULADOS_2024
11001;ARQUITECTURA;UNIVERSIDAD DE CHILE;SANTIAGO;637.6;669.15;237.0;651.7;679.59;240.0;652.7;683.1;241.0;728.3;770.43;229.0;741.4;781.34;204.0
11003;ACTUACION TEATRAL;UNIVERSIDAD DE CHILE;SANTIAGO;661.58;696.92;24.0;606.2;667.84;25.0;641.02;679.86;25.0;718.98;766.86;25.0;675.3;746.45;25.0
11004;DISENO TEATRAL;UNIVERSIDAD DE CHILE;SANTIAGO;605.95;650.79;23.0;600.2;646.73;15.0;601.1;630.05;21.0;627.95;707.91;25.0;589.8;698.57;24.0
11005;DISENO;UNIVERSIDAD DE CHILE;SANTIAGO;600.0;640.35;124.0;600.3;638.24;132.0;620.6;654.41;147.0;695.05;745.84;142.0;722.15;767.72;112.0
11011;ARTES VISUALES, LIC. EN ARTES CON MENCION EN;UNIVERSIDAD DE CHILE;SANTIAGO;619.7;667.56;79.0;600.05;638.88;71.0;622.25;660.52;80.0;701.9;758.81;80.0;698.15;750.11;88.0
11016;TEORIA E HISTORIA DEL ARTE, LIC. EN ARTES CON MENCION EN;UNIVERSIDAD DE CHILE;SANTIAGO;601.25;645.42;33.0;600.2;639.02;17.0;602.8;645.19;21.0;612.7;703.91;35.0;588.75;685.35;35.0
11017;TEORIA DE LA MUSICA;UNIVERSIDAD DE CHILE;SANTIAGO;668.1;699.73;18.0;608.85;668.88;19.0;637.45;684.93;18.0;667.7;722.59;20.0;621.55;724.79;19.0
11020;INGENIERIA AGRONOMICA;UNIVERSIDAD DE CHILE;SANTIAGO;600.05;633.25;112.0;600.1;624.96;67.0;600.0;657.67;72.0;603.45;675.25;128.0;643.45;713.16;145.0
11021;INGENIERIA FORESTAL;UNIVERSIDAD DE CHILE;SANTIAGO;601.15;636.75;64.0;600.1;634.01;39.0;604.95;661.06;37.0;573.9;678.25;66.0;501.75;657.25;66.0
11022;MEDICINA VETERINARIA;UNIVERSIDAD DE CHILE;SANTIAGO;631.65;658.0;173.0;624.1;650.99;181.0;621.65;664.94;179.0;725.3;764.06;178.0;740.65;784.22;179.0
11024;INGENIERIA EN RECURSOS NATURALES RENOVABLES;UNIVERSIDAD DE CHILE;SANTIAGO;659.75;696.73;67.0;611.0;665.08;74.0;636.15;686.79;76.0;635.05;717.32;68.0;621.25;722.59;73.0
11026;CONTADOR AUDITOR;UNIVERSIDAD DE CHILE;SANTIAGO;650.8;674.62;82.0;643.6;672.6;81.0;653.8;680.1;85.0;703.65;749.29;86.0;740.2;781.38;89.0
11027;INGENIERIA EN INFORMACION Y CONTROL DE GESTION;UNIVERSIDAD DE CHILE;SANTIAGO;655.4;680.24;155.0;642.3;676.11;157.0;651.1;677.51;163.0;700.9;752.29;169.0;743.75;787.42;179.0
11028;PEDAGOGIA EN ED. MEDIA EN MATEMATICA Y FISICA, LIC. EN CIENCIAS EXACTAS;UNIVERSIDAD DE CHILE;SANTIAGO;642.4;678.25;65.0;605.9;665.55;61.0;606.2;658.61;63.0;524.9;676.71;60.0;606.0;700.01;50.0
11029;BIOLOGIA CON MENCION EN MEDIO AMBIENTE, LIC. EN CS. AMBIENTALES CON MENCION;UNIVERSIDAD DE CHILE;SANTIAGO;652.4;683.47;36.0;652.65;685.82;37.0;669.5;705.19;36.0;724.3;784.49;33.0;704.6;777.81;35.0
11030;BIOQUIMICA;UNIVERSIDAD DE CHILE;SANTIAGO;690.3;718.44;42.0;698.1;719.82;42.0;701.5;719.99;41.0;778.8;816.93;41.0;780.3;824.1;39.0
11031;INGENIERIA EN ALIMENTOS;UNIVERSIDAD DE CHILE;SANTIAGO;605.4;642.33;36.0;600.1;632.5;22.0;601.6;636.08;17.0;558.0;643.67;35.0;529.7;626.43;43.0
11032;LIC. EN CIENCIAS CON MENCION EN BIOLOGIA;UNIVERSIDAD DE CHILE;SANTIAGO;650.25;682.87;31.0;653.45;686.06;29.0;643.85;671.82;31.0;713.15;792.85;24.0;672.85;727.43;24.0
11033;LIC. EN CIENCIAS CON MENCION EN FISICA;UNIVERSIDAD DE CHILE;SANTIAGO;695.3;718.39;29.0;690.0;717.04;26.0;693.7;715.56;26.0;739.1;811.15;25.0;797.5;835.99;24.0
11034;LIC. EN CIENCIAS CON MENCION EN MATEMATICAS;UNIVERSIDAD DE CHILE;SANTIAGO;676.5;703.31;29.0;628.2;688.0;26.0;605.1;683.32;27.0;617.3;723.37;23.0;570.8;726.2;22.0
11035;QUIMICA;UNIVERSIDAD DE CHILE;SANTIAGO;623.1;646.25;46.0;600.3;639.27;38.0;605.5;639.94;43.0;621.9;688.23;41.0;664.6;717.81;40.0
11036;LIC. EN CIENCIAS CON MENCION EN QUIMICA;UNIVERSIDAD DE CHILE;SANTIAGO;600.4;630.79;22.0;602.1;644.72;20.0;606.7;636.36;17.0;488.1;632.11;20.0;494.8;586.73;18.0
11037;QUIMICA Y FARMACIA;UNIVERSIDAD DE CHILE;SANTIAGO;660.7;687.81;139.0;665.3;692.16;138.0;666.8;694.91;139.0;727.1;773.47;138.0;773.8;803.01;138.0
11038;QUIMICA AMBIENTAL;UNIVERSIDAD DE CHILE;SANTIAGO;619.7;651.84;34.0;600.1;641.92;28.0;600.0;643.53;27.0;539.65;665.38;23.0;554.65;655.87;19.0
11039;INGENIERIA EN BIOTECNOLOGIA MOLECULAR;UNIVERSIDAD DE CHILE;SANTIAGO;727.25;750.21;35.0;727.15;749.62;34.0;740.15;759.36;36.0;831.6;868.88;34.0;828.1;863.87;33.0
11040;ADMINISTRACION PUBLICA;UNIVERSIDAD DE CHILE;SANTIAGO;648.4;692.51;128.0;625.1;665.92;129.0;619.9;660.02;125.0;708.2;758.08;129.0;735.5;786.57;128.0
11042;INGENIERIA COMERCIAL;UNIVERSIDAD DE CHILE;SANTIAGO;687.2;713.42;381.0;687.7;709.87;396.0;698.3;718.29;377.0;802.5;838.01;417.0;822.2;850.79;444.0
11045;INGENIERIA Y CIENCIAS - PLAN COMUN;UNIVERSIDAD DE CHILE;SANTIAGO;718.75;744.87;701.0;718.5;743.76;698.0;717.05;743.51;743.0;818.35;856.31;725.0;828.1;860.92;726.0
11055;DERECHO;UNIVERSIDAD DE CHILE;SANTIAGO;701.9;732.39;413.0;696.5;725.0;422.0;703.5;731.32;418.0;830.8;859.3;419.0;837.15;864.95;397.0
11060;ANTROPOLOGIA - ARQUEOLOGIA;UNIVERSIDAD DE CHILE;SANTIAGO;673.85;716.91;81.0;654.95;699.64;79.0;668.8;707.37;74.0;761.65;811.71;75.0;762.7;816.17;91.0
11061;FILOSOFIA, LICENCIATURA EN;UNIVERSIDAD DE CHILE;SANTIAGO;600.3;641.04;55.0;600.05;666.55;45.0;600.9;638.84;46.0;523.4;667.27;72.0;511.7;659.37;75.0
11062;GEOGRAFIA;UNIVERSIDAD DE CHILE;SANTIAGO;600.2;640.1;35.0;602.0;640.47;27.0;603.7;649.49;38.0;608.1;694.6;52.0;653.7;719.74;39.0
11063;HISTORIA, LICENCIATURA EN;UNIVERSIDAD DE CHILE;SANTIAGO;620.5;670.16;87.0;614.05;656.87;89.0;600.75;650.74;85.0;661.2;732.3;87.0;665.95;737.32;89.0
11065;LINGuISTICA Y LITERATURA INGLESAS, LICENCIATURA EN;UNIVERSIDAD DE CHILE;SANTIAGO;608.2;644.93;78.0;600.2;632.64;58.0;600.9;639.16;77.0;690.9;731.89;77.0;648.05;709.54;75.0
11068;PERIODISMO;UNIVERSIDAD DE CHILE;SANTIAGO;638.75;674.99;120.0;637.0;673.3;110.0;660.75;689.45;117.0;748.3;788.63;110.0;739.7;780.37;119.0
11069;PSICOLOGIA;UNIVERSIDAD DE CHILE;SANTIAGO;725.75;746.7;62.0;716.35;736.99;54.0;731.15;748.2;60.0;864.05;882.34;56.0;867.45;887.65;65.0
11070;SOCIOLOGIA;UNIVERSIDAD DE CHILE;SANTIAGO;658.4;699.29;79.0;627.2;675.43;89.0;647.3;689.39;84.0;740.55;795.2;91.0;691.7;774.93;100.0
11072;LINGuISTICA Y LITERATURA CON MENCION, LICENCIATURA EN;UNIVERSIDAD DE CHILE;SANTIAGO;601.25;664.15;100.0;601.15;649.29;79.0;600.3;652.39;84.0;668.5;726.54;97.0;606.15;722.71;99.0
11078;BACHILLERATO, PROGRAMA ACADEMICO DE;UNIVERSIDAD DE CHILE;SANTIAGO;642.25;698.61;312.0;666.3;692.37;305.0;650.6;689.39;297.0;741.05;796.21;295.0;785.25;825.16;299.0
11080;ENFERMERIA;UNIVERSIDAD DE CHILE;SANTIAGO;671.7;691.13;111.0;683.3;698.02;97.0;687.7;705.41;95.0;755.25;784.99;95.0;752.55;781.81;92.0
11081;FONOAUDIOLOGIA;UNIVERSIDAD DE CHILE;SANTIAGO;600.6;637.3;39.0;600.9;629.37;47.0;600.2;634.1;40.0;599.35;653.61;54.0;605.05;638.61;53.0
11082;KINESIOLOGIA;UNIVERSIDAD DE CHILE;SANTIAGO;657.1;680.25;42.0;667.0;693.82;42.0;667.5;686.51;45.0;743.3;783.23;42.0;741.3;770.64;42.0
11083;MEDICINA;UNIVERSIDAD DE CHILE;SANTIAGO;777.1;789.06;191.0;778.0;790.5;196.0;780.0;791.77;190.0;900.0;913.94;185.0;900.55;912.23;190.0
11084;NUTRICION Y DIETETICA;UNIVERSIDAD DE CHILE;SANTIAGO;637.7;663.68;53.0;638.2;663.27;53.0;646.2;674.48;52.0;695.6;729.89;46.0;670.55;706.71;49.0
11085;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE CHILE;SANTIAGO;691.8;708.69;85.0;693.4;711.4;85.0;686.1;707.82;76.0;754.55;797.65;75.0;763.3;800.41;70.0
11086;TECNOLOGIA MEDICA;UNIVERSIDAD DE CHILE;SANTIAGO;705.6;723.86;87.0;698.2;717.05;84.0;700.6;719.96;87.0;767.6;804.91;86.0;765.75;795.43;86.0
11087;TERAPIA OCUPACIONAL;UNIVERSIDAD DE CHILE;SANTIAGO;643.5;675.93;65.0;637.1;665.64;57.0;632.6;665.94;57.0;660.6;705.28;52.0;654.8;705.57;55.0
11090;CINE Y TELEVISION;UNIVERSIDAD DE CHILE;SANTIAGO;657.1;696.62;57.0;658.95;693.26;57.0;674.4;706.82;60.0;751.3;798.34;59.0;743.0;785.74;65.0
11095;ODONTOLOGIA;UNIVERSIDAD DE CHILE;SANTIAGO;689.9;706.11;99.0;695.2;711.69;97.0;698.55;715.14;100.0;772.4;797.88;94.0;760.05;792.3;96.0
11097;LICENCIADO/A EN ARTES CON MENCION EN COMPOSICION;UNIVERSIDAD DE CHILE;13;;;;;;;;;;;;;620.2;691.18;4.0
11508;DANZA;UNIVERSIDAD DE CHILE;SANTIAGO;;;;;;;660.4;724.5;19.0;749.08;813.28;25.0;777.6;817.98;25.0
11520;TRABAJO SOCIAL;UNIVERSIDAD DE CHILE;SANTIAGO;618.6;664.56;49.0;617.25;654.54;47.0;603.15;643.1;48.0;711.4;745.73;48.0;691.75;755.49;47.0
11521;PEDAGOGIA EN ED. MEDIA EN BIOLOGIA Y QUIMICA, LIC. EN CIENCIAS NATURALES;UNIVERSIDAD DE CHILE;SANTIAGO;603.15;640.19;44.0;601.25;652.09;27.0;604.3;642.51;29.0;570.4;664.14;41.0;537.6;658.22;25.0
11522;PEDAGOGIA EN EDUCACION PARVULARIA;UNIVERSIDAD DE CHILE;SANTIAGO;621.1;648.86;31.0;604.8;641.77;30.0;601.35;635.7;36.0;648.85;691.21;40.0;649.4;707.37;53.0
11523;PEDAGOGIA EN EDUCACION BASICA;UNIVERSIDAD DE CHILE;SANTIAGO;638.35;665.53;30.0;600.6;632.49;29.0;601.5;639.09;26.0;677.15;728.88;32.0;658.1;726.72;35.0
11524;INGENIERIA EN SONIDO;UNIVERSIDAD DE CHILE;SANTIAGO;661.7;694.22;24.0;679.1;703.35;24.0;691.8;721.15;26.0;782.1;834.4;24.0;782.8;826.09;24.0
11525;ESTUDIOS INTERNACIONALES;UNIVERSIDAD DE CHILE;SANTIAGO;704.6;737.97;39.0;696.2;723.78;41.0;712.2;742.06;38.0;822.6;863.33;39.0;841.65;881.6;36.0
11526;CIENCIA POLITICA;UNIVERSIDAD DE CHILE;SANTIAGO;672.8;711.74;29.0;667.5;695.37;30.0;675.2;706.53;30.0;791.6;835.77;35.0;788.5;826.29;35.0
11527;INGENIERIA EN RECURSOS HIDRICOS;UNIVERSIDAD DE CHILE;13;;;;;;;;;;523.6;657.74;28.0;0.0;473.79;30.0
12004;ARQUITECTURA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;688.55;722.82;133.0;698.2;725.12;129.0;713.45;740.31;136.0;843.55;881.94;136.0;862.95;896.67;136.0
12005;ARTE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;622.8;674.97;85.0;618.65;664.65;82.0;642.75;696.91;90.0;752.75;809.51;87.0;748.25;814.72;88.0
12006;DISENO;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;632.5;677.67;178.0;653.6;697.85;177.0;674.7;709.48;178.0;785.6;832.62;177.0;805.15;846.2;179.0
12007;ACTUACION;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;686.55;715.93;40.0;671.18;713.92;46.0;664.77;714.98;46.0;802.79;851.09;45.0;783.14;836.05;46.0
12008;LETRAS  MENCION EN LINGUISTICA Y LITERATURA HISPANICAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;613.4;677.55;59.0;608.6;663.99;60.0;603.3;659.26;62.0;731.0;818.23;62.0;716.0;808.39;60.0
12009;LETRAS  MENCION EN LINGUISTICA  Y LITERATURA INGLESAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;670.4;714.37;33.0;659.5;701.28;33.0;664.4;706.49;35.0;803.4;844.9;35.0;750.15;805.9;38.0
12010;BIOQUIMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;713.5;739.68;42.0;722.2;745.73;42.0;730.8;758.64;40.0;864.9;896.24;39.0;882.9;907.95;41.0
12011;BIOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;673.45;702.98;65.0;668.3;697.58;58.0;679.15;709.38;59.0;748.1;809.69;60.0;784.5;829.69;65.0
12012;BIOLOGIA MARINA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;651.15;681.43;34.0;648.45;686.05;30.0;664.45;692.51;31.0;731.6;788.05;29.0;768.45;804.75;39.0
12013;AGRONOMIA E INGENIERIA FORESTAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;600.85;645.49;216.0;600.2;659.5;227.0;601.0;660.91;195.0;670.1;757.63;208.0;713.6;780.53;212.0
12014;INGENIERIA COMERCIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;717.3;744.99;423.0;718.2;744.29;409.0;727.0;753.24;415.0;851.8;887.89;418.0;872.9;898.04;416.0
12015;TEOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;631.05;631.05;1.0;635.35;664.61;4.0;;;;536.3;630.09;5.0;549.25;673.58;5.0
12017;PSICOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;722.25;747.99;120.0;725.7;748.49;120.0;735.6;756.35;121.0;874.15;902.21;118.0;884.25;907.09;120.0
12018;TRABAJO SOCIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;629.8;665.35;70.0;619.3;653.39;74.0;608.2;649.57;69.0;703.5;753.19;69.0;710.95;756.41;67.0
12019;SOCIOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;618.15;663.72;84.0;622.5;671.73;77.0;633.85;683.54;75.0;717.95;782.4;73.0;688.75;773.38;70.0
12021;DERECHO;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;728.05;757.3;317.0;711.2;741.74;322.0;719.35;750.18;325.0;849.3;885.79;327.0;856.95;888.03;325.0
12022;ANTROPOLOGIA- ARQUEOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;647.05;694.37;55.0;641.6;689.51;57.0;643.6;698.61;55.0;749.95;812.14;55.0;758.8;816.85;73.0
12023;PEDAGOGIA EN RELIGION CATOLICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;566.95;566.95;1.0;569.7;614.19;6.0;617.6;617.6;1.0;;;;;;
12024;PEDAGOGIA GENERAL BASICA, MENCION EN:;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;600.0;650.16;129.0;603.0;661.13;91.0;571.75;653.14;93.0;558.4;705.61;148.0;0.0;753.52;157.0
12025;PEDAGOGIA EN EDUCACION PARVULARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;600.6;644.43;81.0;600.0;642.07;55.0;570.35;634.09;79.0;646.85;723.01;82.0;0.0;758.25;91.0
12026;COLLEGE ARTES Y HUMANIDADES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;637.85;675.49;55.0;625.6;669.27;58.0;637.25;686.41;59.0;733.15;780.71;58.0;752.45;808.08;59.0
12027;COLLEGE CIENCIAS NATURALES Y MATEMATICAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;693.3;718.73;410.0;697.95;723.32;393.0;681.2;720.18;390.0;763.2;837.92;396.0;824.65;870.11;396.0
12028;COLLEGE CIENCIAS SOCIALES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;630.75;669.25;346.0;605.9;657.95;356.0;604.4;656.27;336.0;707.05;779.02;341.0;742.1;796.8;355.0
12029;LICENCIATURA EN INTERPRETACION MUSICAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;652.22;710.31;18.0;676.3;705.44;6.0;654.23;690.49;13.0;683.66;796.79;21.0;720.44;817.02;20.0
12030;FILOSOFIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;603.0;648.75;20.0;602.1;665.78;19.0;602.0;660.21;27.0;662.35;759.18;32.0;674.85;760.58;30.0
12031;FISICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;711.8;753.07;32.0;714.2;746.77;30.0;722.75;761.86;32.0;869.45;915.18;31.0;881.5;917.41;32.0
12032;ASTRONOMIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;721.85;754.89;27.0;727.8;753.86;28.0;733.65;760.9;31.0;875.6;908.68;30.0;898.5;919.57;28.0
12033;MEDICINA VETERINARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;674.5;707.68;78.0;678.3;708.78;80.0;689.9;715.32;81.0;808.1;846.31;80.0;803.65;840.69;129.0
12034;GEOGRAFIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;600.55;642.71;47.0;601.15;649.91;39.0;602.35;645.29;22.0;615.1;740.6;64.0;678.75;751.48;60.0
12035;HISTORIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;651.5;699.89;57.0;614.1;681.13;61.0;630.65;691.41;60.0;706.1;805.04;58.0;725.35;791.84;62.0
12037;CIENCIA POLITICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;689.35;724.37;36.0;697.65;727.12;34.0;692.0;735.24;38.0;831.5;872.34;39.0;855.95;888.48;33.0
12038;CONSTRUCCION CIVIL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;600.7;641.0;181.0;600.7;652.01;184.0;600.7;656.38;193.0;645.4;722.15;204.0;673.1;741.05;212.0
12039;INGENIERIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;745.8;772.22;650.0;748.0;776.07;648.0;756.2;782.03;652.0;884.75;915.61;641.0;894.2;921.21;649.0
12041;PEDAGOGIA EN EDUCACION MEDIA EN CIENCIAS NATURALES Y BIOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;624.1;678.5;30.0;613.0;648.99;25.0;620.2;671.64;24.0;655.8;756.44;22.0;691.6;766.08;32.0
12042;PEDAGOGIA EN EDUCACION MEDIA EN QUIMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;604.6;655.29;10.0;611.3;657.18;9.0;645.2;675.98;6.0;478.4;706.8;17.0;544.8;678.77;21.0
12043;PEDAGOGIA EN EDUCACION MEDIA EN MATEMATICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;683.1;727.04;43.0;668.1;715.77;39.0;678.3;713.42;41.0;785.6;844.2;40.0;725.9;836.93;43.0
12044;PEDAGOGIA EN EDUCACION MEDIA EN FISICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;655.5;713.18;12.0;650.9;687.52;9.0;677.5;724.8;2.0;683.7;764.79;10.0;766.2;836.94;10.0
12046;PERIODISMO - DIRECCION AUDIOVISUAL - PUBLICIDAD;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;663.75;702.65;127.0;667.8;701.53;123.0;687.55;720.94;125.0;807.85;849.52;129.0;822.8;860.21;125.0
12049;ESTADISTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;668.65;702.83;38.0;613.65;673.34;40.0;645.75;686.87;39.0;702.85;790.01;43.0;736.35;808.48;39.0
12050;PEDAGOGIA EN EDUCACION FISICA Y SALUD PARA EDUCACION BASICA Y MEDIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;600.2;643.95;43.0;600.6;646.59;31.0;573.0;632.13;72.0;614.4;741.11;64.0;0.0;737.28;73.0
12051;MATEMATICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;689.55;733.63;41.0;637.35;712.2;35.0;656.2;713.11;46.0;781.5;877.31;38.0;789.5;848.91;38.0
12052;TERAPIA OCUPACIONAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;;;;618.0;658.36;70.0;627.0;665.45;70.0;719.4;787.15;68.0;734.6;791.82;80.0
12054;QUIMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;647.5;687.69;38.0;631.75;676.76;32.0;638.8;679.81;34.0;746.7;817.17;34.0;790.5;844.38;37.0
12055;QUIMICA Y FARMACIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;694.85;721.84;71.0;700.75;725.31;69.0;703.7;728.32;70.0;851.3;883.45;70.0;888.25;915.28;70.0
12056;ODONTOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;709.15;723.95;61.0;721.5;738.78;56.0;726.15;739.53;59.0;845.05;864.11;60.0;863.05;878.12;62.0
12057;ENFERMERIA CON CERTIFICADO ACADEMICO EN:;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;696.55;716.17;115.0;711.65;727.06;116.0;717.95;734.05;114.0;818.7;845.88;117.0;827.55;853.4;120.0
12058;MEDICINA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;798.05;808.36;91.0;800.15;809.38;82.0;804.3;813.57;85.0;945.1;955.08;82.0;949.3;957.7;82.0
12059;LICENCIATURA EN MUSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;633.78;711.64;15.0;631.16;699.2;13.0;630.95;709.52;15.0;691.79;808.18;23.0;757.46;819.09;11.0
12060;NUTRICION Y DIETETICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;647.35;681.24;52.0;658.25;687.72;56.0;668.75;698.12;59.0;760.35;802.19;60.0;767.25;808.84;63.0
12061;KINESIOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;648.6;682.47;84.0;662.85;693.53;73.0;685.6;711.56;78.0;791.75;831.59;73.0;806.05;842.21;80.0
12062;FONOAUDIOLOGIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;626.1;655.5;56.0;601.8;642.78;52.0;601.1;644.21;58.0;677.35;732.07;60.0;704.1;743.35;60.0
12070;PEDAGOGIA EN INGLES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;643.6;680.6;52.0;634.6;668.85;48.0;649.5;692.01;52.0;661.8;810.29;51.0;0.0;784.03;64.0
12071;ADMINISTRACION PUBLICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;;;;;;;604.7;652.4;59.0;709.3;760.06;60.0;758.7;805.7;69.0
12088;PEDAGOGIA EN EDUCACION ESPECIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;13;;;;;;;;;;676.6;725.01;39.0;659.0;762.63;44.0
12089;LICENCIATURA EN INGENIERIA EN CIENCIA DE DATOS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SANTIAGO;;;;640.8;687.46;51.0;656.5;691.93;60.0;718.0;784.67;65.0;767.7;806.93;84.0
12096;PEDAGOGIA GENERAL BASICA, MENCION EN:;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;VILLARRICA;503.9;618.98;22.0;519.0;601.36;21.0;510.0;605.57;16.0;504.3;669.11;35.0;0.0;635.71;49.0
12097;PEDAGOGIA EN EDUCACION PARVULARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;VILLARRICA;525.2;573.38;13.0;522.1;571.91;16.0;508.3;574.45;17.0;488.3;634.65;30.0;0.0;473.25;35.0
12100;LICENCIATURA EN INGENIERIA EN CIENCIA DE LA COMPUTACION;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;13;;;;;;;;;;811.25;848.62;63.0;818.85;851.02;81.0
12101;INGENIERIA EN RECURSOS NATURALES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;13;;;;;;;;;;697.65;783.48;79.0;695.0;772.12;80.0
13001;LICENCIATURA EN QUIMICA - QUIMICO;UNIVERSIDAD DE CONCEPCION;CONCEPCION;541.8;579.31;23.0;505.7;590.88;23.0;516.5;593.79;19.0;542.3;676.44;28.0;648.35;735.7;27.0
13002;LICENCIATURA EN MATEMATICA;UNIVERSIDAD DE CONCEPCION;CONCEPCION;548.2;621.43;18.0;533.25;605.5;14.0;530.67;608.88;12.0;552.8;708.23;8.0;531.95;653.32;18.0
13003;INGENIERIA CIVIL MATEMATICA;UNIVERSIDAD DE CONCEPCION;CONCEPCION;610.25;671.99;39.0;618.9;686.81;39.0;555.25;673.16;34.0;635.6;765.84;35.0;687.25;785.82;36.0
13004;QUIMICO ANALISTA;UNIVERSIDAD DE CONCEPCION;CONCEPCION;551.2;600.48;37.0;528.25;594.94;32.0;537.7;596.99;24.0;623.1;699.64;37.0;638.35;697.2;38.0
13006;AGRONOMIA (CHILLAN);UNIVERSIDAD DE CONCEPCION;CHILLAN;503.65;560.38;78.0;500.55;574.48;63.0;501.3;590.68;52.0;553.75;636.09;68.0;517.55;622.69;75.0
